MEB_nm,criterion_percent,x_left_um,x_right_um,width_nm,int_AbsE_V,int_G_cm-2_s-1
31,10,0.04930849245316893,0.053847739525187434,4.539247072018505,0.3621272300013787,2961689091868550.5
31,20,0.049627628325283064,0.05353455523655344,3.906926911270377,0.3117506230233934,2850967236047293.5
31,50,0.050344013600831426,0.05284742731265104,2.503413711819613,0.1997731596042772,2313207212230470.0
36,10,0.04962770756057655,0.054154571301760136,4.526863741183586,0.35815222097326405,2178084242794495.0
36,20,0.05005464832346183,0.05376091859500914,3.70627027154731,0.2931988974330485,2082481219220999.0
36,50,0.05063581905044827,0.05312523974383666,2.4894206933883876,0.197167799061284,1723950299825485.2
41,10,0.05031353021228995,0.054537949327295374,4.224419115005422,0.3293175338100512,1253713963662115.0
41,20,0.050726652872962255,0.05413827276029727,3.4116198873350156,0.2659983852637266,1186015512028231.0
41,50,0.05127280278013383,0.05351956409342945,2.2467613132956186,0.1754174852452843,971528526079842.4
