MEB_related_depth_nm,GIDL_300K_A,GIDL_suppression_vs_36_pct,W_cross_section_nm2,W_area_loss_vs_36_pct,RWL_proxy_normalized_to_36,RWL_proxy_penalty_vs_36_pct,ranking_note
36,1.3777737e-14,0.0,1537.0796326794898,0.0,1.0,0.0,
41,7.7683012e-15,43.617001834190916,1437.0796326794898,6.505843801057765,1.0695855662595024,6.958556625950241,
43,5.6821e-15,58.758829552342306,1397.0796326794896,9.10818132148088,1.1002090337051804,10.020903370518042,
45,3.9345e-15,71.44306064196174,1357.0796326794896,11.710518232066425,1.1325876201846878,13.258762018468783,
47,2.0128e-15,85.39092463386347,1317.0796326794896,14.312855622552989,1.167036216020819,16.703621602081898,
48,1.9375e-15,85.93745811214849,1297.0796326794896,15.614024317796275,1.1850310526901344,18.503105269013443,
49,1.886e-15,86.3112496759465,1277.0796326794896,16.915193013039568,1.2035894959881948,20.358949598819486,
51,3.2571e-16,97.63669395627367,1237.0796326794896,19.517530403526132,1.2425457589535445,24.25457589535445,boundary / background-sensitive; exclude from ranking
