node,state,VSN_init_V,VBL_init_V,VWL_init_V,t_last_WL_on_s,VWL_last_on_V,VSN_last_on_V,VBL_last_on_V,VSN_final_V,VBL_final_V,DeltaVSN_V,DeltaVBL_V,Qcap_initial_C,Qcap_final_C,Qcap_error_pct,source_file,D0_D1_final_VBL_window_V
136,D0,0.0,0.5,-0.7,1.11019999999999e-08,2.92600000000377,0.326814226954318,0.428426059754724,0.324408525863336,0.427883809738488,0.324408525863336,-0.072116190261512,2.25e-14,2.249885669686532e-14,-0.0050813472652447315,R7_READ_n136_sys_des.plt,0.10266884535474502
138,D1,0.9481,0.5,-0.7,1.11019999999999e-08,2.92600000000377,0.812816504981311,0.531036825226109,0.810657908788017,0.530552655093233,-0.13744209121198303,0.030552655093233017,3.1981e-14,3.198144856707566e-14,0.001402604908084368,R7_READ_n138_sys_des.plt,0.10266884535474502
