temperature_K,node,twrite_ns,thold_ns,vsn_write_end_V,vsn_hold_start_V,vsn_hold_end_V,delta_vsn_hold_V,vsn_before_read_V,vbl_before_read_V,vbl_final_V,delta_vbl_mV,status
300,n137,667,100,1.002037598622,1.000026514234,1.000026513964,2.70e-10,1.000042460432,0.500000000000,0.535841458426,35.841458426,PASS
300,n145,667,1000,1.002037598622,1.000026514234,1.000026511532,2.702e-9,1.000042458000,0.500000000000,0.535841458208,35.841458208,PASS
300,n148,667,10000,1.002037598622,1.000026514234,1.000026487212,2.7022e-8,1.000042433680,0.500000000000,0.535841456024,35.841456024,PASS
340,n179,258,100,1.002194629716,1.000170587532,1.000170587048,4.84e-10,1.000186677726,0.499999999999,0.545004794937,45.004794937,PASS
340,n180,258,1000,1.002194629716,1.000170587532,1.000170582690,4.842e-9,1.000186673368,0.499999999999,0.545004794474,45.004794474,PASS
340,n181,258,10000,1.002194629716,1.000170587532,1.000170539114,4.8418e-8,1.000186629792,0.499999999999,0.545004790131,45.004790131,PASS
380,n171,126.54,100,1.002410443012,1.000372781773,1.000372774333,7.440e-9,1.000389042317,0.499999999979,0.553187687225,53.187687225,PASS
380,n172,126.54,1000,1.002410443012,1.000372781773,1.000372707373,7.4400e-8,1.000388975357,0.499999999979,0.553187679954,53.187679954,PASS
380,n173,126.54,10000,1.002410443012,1.000372781773,1.000372037769,7.44004e-7,1.000388305753,0.499999999979,0.553187607238,53.187607238,PASS
